No#,DESCRIPCION ,DESCRIPCION EXTENDIDA,MARCA,MODELO,  No# SERIE,FAMILIA,COD CDA,FACTURA,PROVEEDOR,F# ADQ,V# ADQ,F# GT,UB,RESPONSABLE,EST
70,236,PLOMO 2MTS X 2MTS,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
71,299,YUTE AZUL,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
72,299,YUTE AZUL,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
73,299,YUTE AZUL GIRATORIA C/B,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
74,221,BLANCO,50,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
75,313,METALICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,N
76,45,METALICA AZUL,70,43,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
77,317,METALICO,190,146,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
78,163,MATRICIAL,60,41,IYLY231051,7,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
79,275,BLANCO,74,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
80,113,BLANCO CON CELESTE,74,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
81,221,DE PARED COLOR NEGRO /GRIS,74,6,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
82,131,GRIS/ NEGRO,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
83,217,MADERA GRIS/NEGRO,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
84,84,3 CAJONES  GRIS/NEGRO,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
85,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
86,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
87,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
88,299,YUTE AZUL GIRATORIA S/B,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
89,86,DE LA VIRGEN,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
90,86,DE ODONTOLOGIA,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
91,90,PAISAJE CASA PEQUEÑO,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
92,313,BLANCO PEQUEÑO C/T,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
93,78,Ninguno,157,146,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,9,vherreria,B
94,85,NEGRO SERVIDOR,74,127,85-128 834-7,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
95,225, BLANCO SERVIDOR,100,149,454V,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
96,319,BLANCO SERVIDOR,10,80,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
97,229,NEGRO SERVIDOR,75,84,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
98,332,BLANCO SERVIDOR,183,120,9241A00M466300464,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
100,74,METALICA BLANCA,136,157,KX-TEM 824,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
101,163,BEIGE INYECCION,82,60,US69L13076,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
102,332, BLANCO USUARIO,183,119,F02594754,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
103,85, NEGRO USUARIO,74,127,0045-854-074-142,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
104,225,NEGRO PANTALLA PLANA USUA,100,81,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
105,319, NEGRO USUARIO,75,92,ZM5B40011582,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
106,229, NEGRO USUARIO,132,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
107,234, NEGRO CON GRIS,10,108,4070723RT,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
108,53,NEGRO,119,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
109,310, GRIS CON NARANJA,49,70,B2A3253010283,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
110,296,GRIS CON NARANJA,49,68,BD0643C001110,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
111,321,2 LINEAS,136,97,7FBTB163441,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
112,65,VERDE Y GRIS,49,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
113,162,BEIGE INYECCION,19,158,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
114,73,METALICA BLANCA,138,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
115,309,BEIGE 2 COLORES,15,134,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
116,63,FOTOGRAFICA POWER SHOT,27,45,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
117,217,NEGRO Y PLOMO SERVIDOR,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
118,336,PARA MESA DE COMPUTACION,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
119,131,RECTO COLOR GRIS CON NEGRO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
120,336,PARA ESCRITORIO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
121,131,CURVO COLOR GRIS CON NEGRO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
122,336,"1,50 x 0.65",157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
123,221, AEREO NEGRO CON PUERTA AZUL,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
124,222,BLANCO PUERTA DE VIDRIO Y MADERA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
125,30,CAFÉ 4 GAVETAS MADERA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
126,299,YUTE AZUL GIRATORIA C/B,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
127,299,YUTE AZUL ,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
128,299,YUTE AZUL ,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
129,221,BLANCO 2 PUERTAS MADERA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
130,233,2 PISOS ENTRADA/SALIDA AZUL,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
131,323,MONITOR DE PRESION ARTERIAL,157,113,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
132,86,TITULO DE ODONTOLOGO ,52,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
1,163,"MULTIFUNCION, FAX, COPIADORA",98,164,0246Y439614,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,B
2,225,FLATRON FLAT PANEL,100,101,50IMXP10509,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,N
3,85,INTEL-NEGRO,150,127,E85-04094456,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,N
4,319,GRIS-NEGRO,75,94,ZCA634501028,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,N
5,234,GRIS-NEGRO,75,147,ZFG21A021248,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,N
6,229,GRIS-NEGRO,75,117,NULL,7,NULL,NULL,PUNTO NET,NULL,NULL,NULL,7,Andrea,N
7,332,NEGRO,29,59,050712-1295621,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
8,209,DATAFAST GRIS   TECLAS COLORES,187,52,3940B6019,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
9,163,BEIGE,59,107,ETUY268123,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
10,226,BLANCO  Y NEGRO,64,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
11,63,GRIS CON TRES BOTONES,64,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
12,321,Y CAJA DE CONTROL AZUL-NEGRO,120,159,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
13,321,CONMUTADOR BEIGE,136,98,6KBSC531985,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,R
14,320,BLANCA,138,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
15,209,MEDIANET GRIS TECLAS DE COLORES,187,121,710-711-333,7,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
16,114,BLANCO   ,105,74,9704EE05358,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
17,208,GRIS - NEGRO,136,96,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
18,210,GRIS,122,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
19,210,GRIS NEGRO,37,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
20,62,GRIS,131,57,NOM-335,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
21,322,21" GRIS,100,146,6710V00090H,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
22,62,GRIS,15,146,DT395,6,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
23,67,MADERA AZUL,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
24,301,AZUL 3 PERSONAS,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
25,301,AZUL 3 PERSONAS,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
26,301,AZUL 2 PERSONAS,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
27,30,AEREO 6 CAJONES BLANCO 4 PUERTAS,74,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
28,30,4 CAJONES BLANCO,74,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
29,34,3 CAJONES BLANCO,74,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
30,84,3 CAJONES BLANCO CON GRIS,74,111,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
134,159,METALICA COLOR PLATA,153,132,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
135,238,METALICA COLOR ROJO,153,40,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
136,172,CATALOGO PRODUCTOS COLOR LILA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
137,173,2da EDIACION GRABER NEUMAN ,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
138,176,DR MIGUEL TENORIO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
139,177, 10 TOMOS AÑO 1992,152,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
140,177,10 TOMOS AÑO 1994,152,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
141,178,5 TOMOS,57,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
142,179,EC. FULTON ZAMBRANO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
143,181,ESPINOSA DE LA SIERRA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
144,182,EDICION 2006 THOMSON PLM,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
145,183,OCEANO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
146,184,E SAMANIEGO R. ESCALERAS,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
147,186,LIC. GILBERTO SANCHEZ C.,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
148,187,2003-2004 THOMSON PLM,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
149,195,PASTA DURA COLOR NEGRO,51,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
150,193,S.N. BHASKAR,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
151,189,PASTA DURA COLOR BLANCO Y AZUL,62,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
152,192,PASTA DURA COLOR CONCHO DE VINO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
153,194,DR JORGE A VIVANCO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
154,180,CATALOGO # 14/BLANCO ESPAÑOL,43,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
155,175,MANUEL DONADO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
156,187,2004-2005 2 EJEMPLARES,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
157,185,# 10,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
158,174,2DA EDICION,35,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
159,190,JOSE. L. CASTALANOS SUAREZ,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
160,188,2DA EDICION,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
162,191,Ninguno,134,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
163,68,CATALOGO # 12 GAC,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
164,125,3 era EDICION PASTA DURA ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
165,76,12 TOMOS,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
166,83,VERTICALES CELESTE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
167,291,PARED CAFÉ,36,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
168,313,PLASTICO BLANCO S/T,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,vherreria,B
169,284,PEQUEÑA BLANCA,77,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
170,282,AZUL CON PLOMO,161,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
171,221,MADERA BLANCO,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
172,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
173,300,NARANJA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
174,169,BLANCA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
175,137,BLANCA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
176,330,BLANCA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
177,312,NARANJA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
178,308,BLANCO,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
179,170,BLANCA,103,38,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
180,146,PLATEADO,170,34,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
181,331,GRIS,128,126,C4420809,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
182,331,GRIS,128,125,A0521899,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
183,219,GRIS,128,76,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
184,241,GRIS,128,77,E2574163,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
185,239,GRIS,128,72,DZ690478,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
186,51,GRIS,128,116,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
187,308,BLANCO,169,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
188,220,TITANIUM,167,146,T0012115,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,N
189,241,TITANIUM,167,146,R0009118,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,N
190,239,TITANIUM,167,7,T00104J1,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,N
191,331,TITANIUM,167,8,T0023317,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,N
192,228,BLANCO,167,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,N
193,1,BLANCO PLASTICO,195,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
194,1,BLANCO PLASTICO,195,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
196,1,BLANCO PLASTICO,195,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
197,1,BEIGE CON METAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
198,2,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
199,29,METALICO,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
200,28,METALICO,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
201,36,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
202,36,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
203,36,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
204,36,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
205,36,METALICO DORADO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
206,39,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
207,39,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
208,42,REDONDA ALUMINIO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
209,42,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
210,42,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
211,42,METALICO,145,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
212,50,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
213,50,METALICO,172,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
214,50,METALICO,172,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
215,50,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
216,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
217,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
218,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
219,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
220,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
221,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
222,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
223,104,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
224,104,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
225,104,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
226,104,NEGRAS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
227,104,NEGRAS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
228,104,NEGRAS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
229,106,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
230,106,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
231,96,METALICO M-13-14,38,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
232,105,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
234,139,DE YESO MADERA GRANDE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
235,139,DE YESO MADERA PEQUEÑA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
236,139,DE CEMENTO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
237,139,DE LECRON METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
238,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
239,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
240,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
241,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
242,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
243,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
244,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
245,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
246,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
247,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
248,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
249,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
250,153,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,R
251,157,FOTOCURADO NARANJA PLASTICA,157,118,"Z87,1",3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
252,157,TRANSPARENTES FILOS VERDES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
253,161,2 EN 1 METALICO,39,146,C1,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
254,139,PARA PASTA DE TEFLON,84,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
255,139,PARA PASTA DORADOS,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
256,139,PARA PASTA DORADOS,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
257,139,PARA PASTA METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
258,139,PARA PASTA METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
259,139,PARA PASTA IVOCLAR AZUL Y VERDE ,133,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
260,139,PARA PASTA IVOCLAR AZUL Y VERDE ,133,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
261,139,PARA PASTA METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
262,139,PARA PASTA METALICO,38,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
263,139,PARA PASTA METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
264,139,PARA PASTA METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
265,139,DE RESINA METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
266,139,PARA PASTA METALICO CAFÉ CON MOSTAZA,177,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
267,139,PARA PASTA METALICO,146,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
268,139,PARA PASTA METALICO,146,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
269,160,PARA HILO CON RANURA ACERO,110,146,RKT5,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
271,164,METALICO,164,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
272,202,TRANSPARENTES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
273,202,TRANSPARENTES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
274,202,TRANSPARENTES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
275,205,METALICO  No 2,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
276,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
277,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
278,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
279,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
