CodFarmaco,CodPActivo,CodNComercial,Descripcion,Indicacion,Posologia,Contraindicaciones
2,2.16,2.16.1,ZINNAT 250 MG TABLETA ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",,
2,2.16,2.16.2,ZINNAT 500 MG TABLETA   ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",,
2,2.16,2.16.3,ZINNAT 250 MG SUSPENSION  ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",,
2,2.2,2.2.1,AUGMENTIN 625 MG TABLETAS ( AMOXI +CLAV),"Indicaciones:Augmentine se utiliza en niños y adultos para tratar las siguientes infecciones:Infecciones del oído medio y de los senos nasales Infecciones del tracto respiratorio Infecciones del tracto urinarioInfecciones de la piel y tejidos blandos incluyendo infecciones dentales. Infecciones de huesos y articulacione Contraindicaciones:Hipersensibilidad a amoxicilina o ác. clavulánico; antecedente de hipersensibilidad a ß-lactámicos (penicilinas, cefalosporinas, carbapenem, monobactam); antes de iniciar tto. investigar reacción alérgica previa. Mononucleosis infecciosa y leucemia linfoide (mayor riesgo de exantema). I.H. grave, antecedente de ictericia o antecedente de I.H. grave con tto. previo.",,
2,2.2,2.2.10,CLAVOXINE 2X,Se utiliza para tratar infecciones al oido medio y senos nasales Infecciones al tractorespiratorio infecciones dentales huesos y articulaciones,,"Alergia a la amoxicilina, acido clavulanico a las penicilinas o cualquier componente de ese medicamento esto podria producir erupcion cutanea problemas de higado"
2,2.2,2.2.11,Clavoxine Suspensión 312.5 Mg / 5 Ml / 100 Ml Frasco,Indicado en el tratamiento de infecciones del tracto respiratorio superior en inferior genito urinario de piel tejidos blandos huesos articulaciones infecciones dentales,,Hipersensibilidad a las penicilinas y alas cefalospirinas ictericia o insuficiencia epatica
2,2.2,2.2.12,Clavoxine Forte 625 Mg Unidad,"Indicado en el tratamiento de infecciones del tracto respiratorio superior e inferior, genitourinario, de piel y tejidos blandos  huesos  articulaciones infecciones dentales.",,Hipersensibilidad a las penicilinas cefalosporinas Ictericia o insuficiencia hepatica asociada al uso de penicilinas
2,2.2,2.2.2,AUMENTIN 1 G  TABLETAS ( AMOXI +CLAV),"Indicaciones:Augmentine se utiliza en niños y adultos para tratar las siguientes infecciones:Infecciones del oído medio y de los senos nasales Infecciones del tracto respiratorio Infecciones del tracto urinarioInfecciones de la piel y tejidos blandos incluyendo infecciones dentales. Infecciones de huesos y articulacione Contraindicaciones:Hipersensibilidad a amoxicilina o ác. clavulánico; antecedente de hipersensibilidad a ß-lactámicos (penicilinas, cefalosporinas, carbapenem, monobactam); antes de iniciar tto. investigar reacción alérgica previa. Mononucleosis infecciosa y leucemia linfoide (mayor riesgo de exantema). I.H. grave, antecedente de ictericia o antecedente de I.H. grave con tto. previo.",,
2,2.2,2.2.3,AUMENTIN 600 MG SUSPENSION ( AMOXI +CLAV),"Indicaciones:Augmentine se utiliza en niños y adultos para tratar las siguientes infecciones:Infecciones del oído medio y de los senos nasales Infecciones del tracto respiratorio Infecciones del tracto urinarioInfecciones de la piel y tejidos blandos incluyendo infecciones dentales. Infecciones de huesos y articulacione Contraindicaciones:Hipersensibilidad a amoxicilina o ác. clavulánico; antecedente de hipersensibilidad a ß-lactámicos (penicilinas, cefalosporinas, carbapenem, monobactam); antes de iniciar tto. investigar reacción alérgica previa. Mononucleosis infecciosa y leucemia linfoide (mayor riesgo de exantema). I.H. grave, antecedente de ictericia o antecedente de I.H. grave con tto. previo.",,
2,2.2,2.2.4,AUMENTIN 1.2 G INTRAVENOSO ( AMOXI +CLAV),"Indicaciones:Augmentine se utiliza en niños y adultos para tratar las siguientes infecciones:Infecciones del oído medio y de los senos nasales Infecciones del tracto respiratorio Infecciones del tracto urinarioInfecciones de la piel y tejidos blandos incluyendo infecciones dentales. Infecciones de huesos y articulacione Contraindicaciones:Hipersensibilidad a amoxicilina o ác. clavulánico; antecedente de hipersensibilidad a ß-lactámicos (penicilinas, cefalosporinas, carbapenem, monobactam); antes de iniciar tto. investigar reacción alérgica previa. Mononucleosis infecciosa y leucemia linfoide (mayor riesgo de exantema). I.H. grave, antecedente de ictericia o antecedente de I.H. grave con tto. previo.",,
2,2.2,2.2.5,CURAM 625 MG TABLETA ( AMOXI + CLAV),"Indicaciones:Para el tratamiento de las infecciones bacterianas donde la terapia oral está indicada.Infecciones de las vías respiratorias superiores y ORL: Sinusitis, tonsilitis y otitis media.Infecciones del tracto respiratorio inferior: Bronquitis aguda y crónica, neumonía y absceso pulmonar.Infecciones de piel y tejido blando: Celulitis, heridas infectadas y mordeduras.Infecciones del tracto urinario: Cistitis, uretritis, pielonefritis, infección pélvica, entre otras.Otras infecciones: Osteomielitis, septicemia, peritonitis e infecciones posoperatorias.Contraindicaciones:La amoxicilina no debe administrarse en pacientes con conocida alergia a la penicilina. Hay que tener presente alergia cruzada con otros derivados penicilínicos o cefalosporínicos.Embarazo Y Lactancia Efectos colaterales gastrointestinales: Diarrea, náuseas, vómitos y disturbios digestivos pueden ocurrir ocasionalmnte, pero de naturaleza transitoria. Estos efectos pueden atenuarse ingiriendo el preparado con alimentos.Reacciones de hipersensibilidad: Rash cutáneo, prurito, urticaria, fiebre y dolor de las articulacion.",,
2,2.2,2.2.6,CURAM 1 G TABLETA ( AMOXI + CLAV),"Indicaciones:Para el tratamiento de las infecciones bacterianas donde la terapia oral está indicada.Infecciones de las vías respiratorias superiores y ORL: Sinusitis, tonsilitis y otitis media.Infecciones del tracto respiratorio inferior: Bronquitis aguda y crónica, neumonía y absceso pulmonar.Infecciones de piel y tejido blando: Celulitis, heridas infectadas y mordeduras.Infecciones del tracto urinario: Cistitis, uretritis, pielonefritis, infección pélvica, entre otras.Otras infecciones: Osteomielitis, septicemia, peritonitis e infecciones posoperatorias.Contraindicaciones:La amoxicilina no debe administrarse en pacientes con conocida alergia a la penicilina. Hay que tener presente alergia cruzada con otros derivados penicilínicos o cefalosporínicos.Embarazo Y Lactancia Efectos colaterales gastrointestinales: Diarrea, náuseas, vómitos y disturbios digestivos pueden ocurrir ocasionalmnte, pero de naturaleza transitoria. Estos efectos pueden atenuarse ingiriendo el preparado con alimentos.Reacciones de hipersensibilidad: Rash cutáneo, prurito, urticaria, fiebre y dolor de las articulacion.",,
2,2.2,2.2.7,CURAM 250 MG SUSPENCION ( AMOXI + CLAV),"Indicaciones:Para el tratamiento de las infecciones bacterianas donde la terapia oral está indicada.Infecciones de las vías respiratorias superiores y ORL: Sinusitis, tonsilitis y otitis media.Infecciones del tracto respiratorio inferior: Bronquitis aguda y crónica, neumonía y absceso pulmonar.Infecciones de piel y tejido blando: Celulitis, heridas infectadas y mordeduras.Infecciones del tracto urinario: Cistitis, uretritis, pielonefritis, infección pélvica, entre otras.Otras infecciones: Osteomielitis, septicemia, peritonitis e infecciones posoperatorias.Contraindicaciones:La amoxicilina no debe administrarse en pacientes con conocida alergia a la penicilina. Hay que tener presente alergia cruzada con otros derivados penicilínicos o cefalosporínicos.Embarazo Y Lactancia Efectos colaterales gastrointestinales: Diarrea, náuseas, vómitos y disturbios digestivos pueden ocurrir ocasionalmnte, pero de naturaleza transitoria. Estos efectos pueden atenuarse ingiriendo el preparado con alimentos.Reacciones de hipersensibilidad: Rash cutáneo, prurito, urticaria, fiebre y dolor de las articulacion.",,
2,2.2,2.2.8,SINERGIA 1 G COMPRIMIDOS (AMOXI+CLAV),"Indicaciones:Infecciones del tracto respiratorio inferior. Otitis media y sinusitis. Amigdalitis aguda estreptocócica. Infecciones de piel y tejidos blandos. Infecciones de vías urinarias.Contraindicaciones:Hipersensibilidad a las penicilinas, alteraciones de la función hepática o mononucleosis infecciosa",,
2,2.2,2.2.9,SINERGIA 625 MG COMPRIMIDOS (AMOXI+CLAV),"Indicaciones Infecciones del tracto respiratorio inferior Otitis media y sinusitis. Amigdalitis aguda estreptocócica. Infecciones de piel y tejidos blandos. Infecciones de vías urinarias.Contraindicaciones:Hipersensibilidad a las penicilinas, alteraciones de la función hepática o mononucleosis infecciosa",,
2,2.3,2.3.1,AMPIBEX 250 MG CAPSULA ( AMPICILINA),"Indicaciones Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.10,AMPICILINA GENFAR 500 MG CAPSULAS ( AMPICILINA),"Indicaciones:Bactericida. Inhibe la síntesis y la reparación de la pared bacteriana, amplio espectro.Infección ORL, respiratoria, odontoestomatológica, gastrointestinal, genitourinaria, de piel y tejido blando, neurológica, cirugía, traumatología, meningitis bacteriana y septicemia.contraindicaciones:Alérgicos a penicilinas. Mononucleosis infecciosa.",,
2,2.3,2.3.11,AMPICILINA GENFAR 1 G TABLETA (AMPICILINA),"Indicaciones Bactericida Inhibe la sintesis y la reparacion de la pared bacteriana, amplio espectro.Infección ORL, respiratoria, odontoestomatológica, gastrointestinal, genitourinaria, de piel y tejido blando, neurológica, cirugía, traumatología, meningitis bacteriana y septicemia.contraindicaciones:Alérgicos a penicilinas. Mononucleosis infecciosa.",,
2,2.3,2.3.12,AMPICILINA GENFAR 250 MG SUSPENSIÓN ( AMPICILINA),"Indicaciones Bactericida Inhibe la sintesis y la reparación de la pared bacteriana, amplio espectro.Infección ORL, respiratoria, odontoestomatológica, gastrointestinal, genitourinaria, de piel y tejido blando, neurológica, cirugía, traumatología, meningitis bacteriana y septicemia.contraindicaciones:Alérgicos a penicilinas. Mononucleosis infecciosa.",,
2,2.3,2.3.13,AMPICILINA GENFAR 500 MG SOLUCION INYECTABLE ( AMPICILINA),"Indicaciones Bactericida Inhibe la sintesis y la reparación de la pared bacteriana, amplio espectro.Infección ORL, respiratoria, odontoestomatológica, gastrointestinal, genitourinaria, de piel y tejido blando, neurológica, cirugía, traumatología, meningitis bacteriana y septicemia.contraindicaciones:Alérgicos a penicilinas. Mononucleosis infecciosa.",,
2,2.3,2.3.14,AMPICILINA GENFAR  1 G SOLUCION INYECTABLE ( AMPICILINA),"Indicaciones:Bactericida. Inhibe la síntesis y la reparación de la pared bacteriana, amplio espectro.Infección ORL, respiratoria, odontoestomatológica, gastrointestinal, genitourinaria, de piel y tejido blando, neurológica, cirugía, traumatología, meningitis bacteriana y septicemia.contraindicaciones:Alérgicos a penicilinas. Mononucleosis infecciosa.",,
2,2.3,2.3.2,AMPIBEX 500 MG CAPSULA ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.3,AMPIBEX 1 G CAPSULA ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.4,AMPIBEX 125 MG SUSPENCION ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.5,AMPIBEX 250 MG SUSPENCION ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.6,AMPIBEX 500 MG SUSPENCION ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.7,AMPIBEX 250 MG SOLUCION INYECTABLE ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.8,AMPIBEX 500 MG SOLUCION INYECTABLE ( AMPICILINA),"Indicaciones Ampibex es un derivado semisintetico de la penicilina de amplio espectro de accion indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.3,2.3.9,AMPIBEX  1 G SOLUCION INYECTABLE ( AMPICILINA),"Indicaciones:Ampibex es un derivado semisintético de la penicilina de amplio espectro de acción, indicado para el tratamiento de infecciones de cualquier localización por gérmenes susceptibles. Las patologías que pueden tratarse con AMPIBEX son las siguientes: Infecciones respiratorias agudas altas: otitis media, sinusitis, faringoamigdalitis. Infecciones respiratorias agudas bajas: bronquitis, bronconeumonía, neumonía. Infecciones de piel y tejidos blandos, incluyendo la prevención y tratamiento de infecciones de heridas quirúrgicas o por mordedura. Infecciones periodontales. Infección de vías urinarias. Infecciones gastrointestinales como shigellosis o fiebre tifoidea. Meningitis bacteriana aguda. Sepsis. Tratamiento o prevención de la endocarditis bacteriana. Tratamiento y prevención de infecciones después de cirugía abdominal. Profilaxis pre-parto en pacientes de alto riesgo de transmisión perinatal del estreptococo del grupo B. Gonorrea.Contraindicaciones: Antecedentes de hipersensibilidad a las penicilnas y cefalosporinas.",,
2,2.4,2.4.1,AZITROMICINA GENFAR 500 MG COMPRIMIDOS (AZITROMICINA),Indicaciones Infecciones causadas por organizmos subceptibles Infecciones del tracto respiratorio inferior y superior infecciones de la piel tejido blandos y otitis media enfermedades de transmision sexual e infecciones genitales no complicadas debidas a chlamydia trachomatis y neisseria gonorrhoeae no multirresistente.Contraindicacion:hipersensibilidad a la azitromicina o cualquier antibiotico macrolido.,,
2,2.4,2.4.2,AZITROMICINA GENFAR 200 MG COMPRIMIDOS (AZITROMICINA),Indicaciones Infecciones causadas por organizmos subceptibles Infecciones del tracto respiratorio inferior y superior infecciones de la piel tejido blandos y otitis media enfermedades de transmision sexual e infecciones genitales no complicadas debidas a chlamydia trachomatis y neisseria gonorrhoeae no multirresistente.Contraindicacion:hipersensibilidad a la azitromicina o cualquier antibiotico macrolido.,,
2,2.4,2.4.3,AZITROMICINA MK 200 MG SUSPENCION (AZITROMICINA),"Indicaciones Infecciones causadas por organizmos subceptibles Infecciohnes del tracto respiratorio inferior y superior, infecciones de la piel tejido blandos y otitis media, enfermedades de transmision sexual e infecciones genitales no complicadas debidas a chlamydia trachomatis y neisseria gonorrhoeae no multirresistente.Contraindicacion:hipersensibilidad a la azitromicina o cualquier antibiotico macrolido.",,
2,2.4,2.4.4,AZITROMICINA MK 500 MG TABLETA (AZITROMICINA),"Indicaciones Infecciones causadas por organizmos subceptibles. Infecciohnes del tracto respiratorio inferior y superior, infecciones de la piel tejido blandos y otitis media, enfermedades de transmision sexual e infecciones genitales no complicadas debidas a chlamydia trachomatis y neisseria gonorrhoeae no multirresistente.Contraindicacion:hipersensibilidad a la azitromicina o cualquier antibiotico macrolido.",,
2,2.4,2.4.5,3 MICINA 500 MG TABLETA (AZITROMICINA),"Indicaciones antibiotico macrolido que actúa inhibiendo la síntesis de proteínas bacterianas. Presenta de esta manera un amplio espectro de acción frente a bacterias gram positivas y gram negativas tanto aerobias como anaerobias.Está indicada para el tratamiento de infecciones causadas por bacterias sensibles. Se considera que este antibiótico es efectivo para la mayor parte de infecciones localizadas en el tracto respiratorio tanto superior como inferior (sinusitis, faringitis, amigdalitis, bronquitis, neumonía). En otitis media, en infecciones de la piel y de tejidos blandos.Es efectiva también en el tratamiento de enfermedades de transmisión sexual cuyos microorganismos causantes sean susceptibles como Chlamydia tracomatis, Haemophilus ducreyi (chancro blando) y Neisseria gonorrhoeae (gonorrea).Contraindicaciones:Hipersensibilidad a azitromicina, eritromicina o a cualquier otro antibiótico macrólido o ketólido.",,
2,2.5,2.5.1,CLINDAMICINA MK 300 MG CAPSULA (CLINDAMICINA),"Indicaciones Clindamicina MK está indicada como tratamiento de las infecciones causadas por gérmenes sensibles a la Clindamicina.Contraindicaiones:Hipersensibilidad a la Clindamicina, recién nacidos, embarazo. Adminístrese con precaución en pacientes con disfunción hepática o renal. Puede producir colitis pseudomembranosa a veces fatal.",,
2,2.5,2.5.2,CLINDAMICINA MK 600 MG SOLUCION INYECTABLE (CLINDAMICINA),"Indicaciones Clindamicina MK está indicada como tratamiento de las infecciones causadas por gérmenes sensibles a la Clindamicina.Contraindicaiones:Hipersensibilidad a la Clindamicina, recién nacidos, embarazo. Adminístrese con precaución en pacientes con disfunción hepática o renal. Puede producir colitis pseudomembranosa a veces fatal.",,
2,2.6,2.6.1,HG CEFALEXIN 500 MG TABLETAS  (CEFALEXINA),"Indicaciones esta indicada en el tratamiento de infecciones causadas por agentes patógenos sensibles grampositivos y gramnegativos productores de infecciones en las vías respiratorias, infecciones de la piel y tejido subcutáneo, infecciones del aparato genitourinario.Contraindicaciones:Hipersensibilidad a las penicilinas y cefalosporinas.",,
2,2.6,2.6.2,HG CEFALEXIN 250 MG SUSPENCION  (CEFALEXINA),"Indicaciones:esta indicada en el tratamiento de infecciones causadas por agentes patógenos sensibles grampositivos y gramnegativos productores de infecciones en las vías respiratorias, infecciones de la piel y tejido subcutáneo, infecciones del aparato genitourinario.Contraindicaciones:Hipersensibilidad a las penicilinas y cefalosporinas.",,
2,2.6,2.6.3,HG CEFALEXIN 125 MG SUSPENCION  (CEFALEXINA),"Indicaciones:esta indicada en el tratamiento de infecciones causadas por agentes patógenos sensibles grampositivos y gramnegativos productores de infecciones en las vías respiratorias, infecciones de la piel y tejido subcutáneo, infecciones del aparato genitourinario.Contraindicaciones:Hipersensibilidad a las penicilinas y cefalosporinas.",,
2,2.6,2.6.4,HG CEFALEXIN 100 MG GOTAS PEDIATRICAS  (CEFALEXINA),"Indicaciones:esta indicada en el tratamiento de infecciones causadas por agentes patógenos sensibles grampositivos y gramnegativos productores de infecciones en las vías respiratorias, infecciones de la piel y tejido subcutáneo, infecciones del aparato genitourinario.Contraindicaciones:Hipersensibilidad a las penicilinas y cefalosporinas.",,
2,2.7,2.7.1,GENTAMICINA MK  20 MG SOLUCION INYECTABLE ( GENTAMICINA SULFATO),"Indicaciones:está indicada en infecciones producidas por gérmenes sensibles a la Gentamicina.Contraindicaciones:Hipersensibilidad a la Gentamicina o a otros aminoglucósidos, tratamiento previo o concomitante con medicamentos oto o nefrotóxicos, recién nacidos, adultos mayores, embarazo y lactancia. Durante el tratamiento se debe controlar la función renal y auditiva, especialmente en pacientes con insuficiencia renal. Adminístrese con precaución en pacientes con trastornos neurológicos. Ceñirse a la dosis y al tiempo estrictamente necesario. Todas las presentaciones contienen metabisulfito de sodio que puede causar reacciones de hipersensibilidad especialmente en pacientes con asma",,
2,2.7,2.7.2,GENTAMICINA MK  40 MG SOLUCION INYECTABLE ( GENTAMICINA SULFATO),"Indicaciones:está indicada en infecciones producidas por gérmenes sensibles a la Gentamicina.Contraindicaciones:Hipersensibilidad a la Gentamicina o a otros aminoglucósidos, tratamiento previo o concomitante con medicamentos oto o nefrotóxicos, recién nacidos, adultos mayores, embarazo y lactancia. Durante el tratamiento se debe controlar la función renal y auditiva, especialmente en pacientes con insuficiencia renal. Adminístrese con precaución en pacientes con trastornos neurológicos. Ceñirse a la dosis y al tiempo estrictamente necesario. Todas las presentaciones contienen metabisulfito de sodio que puede causar reacciones de hipersensibilidad especialmente en pacientes con asma",,
2,2.7,2.7.3,GENTAMICINA MK  80 MG SOLUCION INYECTABLE ( GENTAMICINA SULFATO),"Indicaciones:está indicada en infecciones producidas por gérmenes sensibles a la Gentamicina.Contraindicaciones:Hipersensibilidad a la Gentamicina o a otros aminoglucósidos, tratamiento previo o concomitante con medicamentos oto o nefrotóxicos, recién nacidos, adultos mayores, embarazo y lactancia. Durante el tratamiento se debe controlar la función renal y auditiva, especialmente en pacientes con insuficiencia renal. Adminístrese con precaución en pacientes con trastornos neurológicos. Ceñirse a la dosis y al tiempo estrictamente necesario. Todas las presentaciones contienen metabisulfito de sodio que puede causar reacciones de hipersensibilidad especialmente en pacientes con asma",,
